invoice_no,invoice_date,customer_id,gender,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I158327,11/5/2016 11:53,C148602,Female,29,Books,2,30.3,21.21,Credit Card,West,California,Mall of Istanbul
I134158,11/5/2016 11:54,C299022,Male,25,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Istinye Park
I143348,11/5/2016 11:54,C275270,Female,66,Clothing,3,900.24,675.18,Cash,Central,Texas,Zorlu Center
I205468,11/5/2016 11:54,C176636,Female,46,Cosmetics,2,81.32,56.924,Cash,Central,Texas,Metrocity
I102241,11/5/2016 11:54,C218554,Male,40,Cosmetics,3,121.98,91.485,Debit Card,Central,Illinois,Metropol AVM
I297458,11/5/2016 11:54,C251812,Male,27,Technology,5,5250,4725,Cash,West,California,Viaport Outlet
I117584,11/5/2016 11:55,C821396,Male,66,Clothing,5,1500.4,1425.38,Credit Card,West,California,Metrocity
I233204,11/5/2016 11:55,C706466,Female,28,Technology,2,2100,1890,Debit Card,West,California,Metropol AVM
I611947,11/5/2016 11:55,C180227,Female,43,Shoes,5,3000.85,2700.765,Cash,West,California,Metropol AVM
I306998,11/5/2016 11:55,C166226,Female,21,Clothing,4,1200.32,1140.304,Debit Card,Central,Texas,Kanyon
I555114,11/5/2016 11:56,C108961,Male,65,Clothing,1,300.08,225.06,Cash,West,California,Zorlu Center
I161164,11/5/2016 11:56,C162953,Female,37,Cosmetics,2,81.32,56.924,Credit Card,West,California,Kanyon
I175138,11/5/2016 11:56,C670508,Male,51,Shoes,2,1200.34,1080.306,Cash,South,Florida,Mall of Istanbul
I122713,11/5/2016 11:56,C335745,Female,55,Cosmetics,2,81.32,56.924,Credit Card,East,New York,Kanyon
I357441,11/5/2016 11:57,C175339,Female,28,Technology,1,1050,945,Credit Card,East,Pennsylvania,Kanyon
I678995,11/5/2016 11:57,C180892,Male,63,Food & Beverage,5,26.15,19.6125,Credit Card,East,Pennsylvania,Istinye Park
I430127,11/5/2016 11:57,C271298,Female,67,Books,1,15.15,10.605,Debit Card,East,Pennsylvania,Kanyon
I212322,11/5/2016 11:57,C116625,Female,20,Food & Beverage,5,26.15,19.6125,Cash,West,California,Kanyon
I144407,11/5/2016 11:57,C188121,Male,66,Clothing,5,1500.4,1425.38,Credit Card,West,California,Metrocity
I234968,11/5/2016 11:58,C328042,Female,54,Clothing,2,600.16,450.12,Debit Card,West,California,Istinye Park
I747964,11/5/2016 11:58,C253848,Male,55,Clothing,4,1200.32,1140.304,Debit Card,West,California,Metrocity
I182102,11/5/2016 11:58,C166151,Female,54,Souvenir,1,11.73,8.211,Credit Card,Central,Iowa,Istinye Park
I705623,11/5/2016 11:58,C289298,Female,24,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Iowa,Metrocity
I959825,11/5/2016 11:59,C102353,Female,69,Cosmetics,4,162.64,130.112,Debit Card,South,Virginia,Kanyon
I588444,11/5/2016 11:59,C719478,Female,54,Clothing,2,600.16,450.12,Cash,West,California,Zorlu Center
I189120,11/5/2016 11:59,C160336,Female,20,Technology,5,5250,4725,Credit Card,Central,Iowa,Metropol AVM
I177889,11/5/2016 11:59,C103597,Female,36,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Iowa,Istinye Park
I144302,11/5/2016 12:00,C326142,Female,24,Food & Beverage,3,15.69,10.983,Debit Card,West,Washington,Metropol AVM
I326118,11/5/2016 12:00,C310531,Male,36,Shoes,5,3000.85,2700.765,Credit Card,West,Washington,Kanyon
I144611,11/5/2016 12:00,C184806,Male,20,Shoes,4,2400.68,2280.646,Credit Card,West,Washington,Metrocity
I133097,11/5/2016 12:00,C328182,Female,55,Clothing,3,900.24,675.18,Credit Card,East,Delaware,Zorlu Center
I640359,11/5/2016 12:01,C436135,Female,43,Shoes,5,3000.85,2700.765,Cash,East,Delaware,Metrocity
I179088,11/5/2016 12:01,C124722,Female,38,Shoes,2,1200.34,1080.306,Cash,East,Delaware,Metrocity
I201308,11/5/2016 12:01,C259732,Female,43,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Kanyon
I320158,11/5/2016 12:01,C296377,Female,40,Clothing,4,1200.32,1140.304,Debit Card,Central,Texas,Kanyon
I309111,11/5/2016 12:01,C212189,Female,50,Souvenir,5,58.65,43.9875,Credit Card,East,Delaware,Metrocity
I311979,11/5/2016 12:02,C281565,Female,41,Cosmetics,3,121.98,91.485,Cash,East,Massachusetts,Istinye Park
I213608,11/5/2016 12:02,C329713,Male,45,Food & Beverage,4,20.92,15.69,Cash,East,New York,Kanyon
I171710,11/5/2016 12:02,C185033,Female,67,Toys,1,35.84,25.088,Cash,East,New York,Mall of Istanbul
I417820,11/5/2016 12:02,C520046,Male,40,Books,4,60.6,45.45,Cash,West,California,Kanyon
I211363,11/5/2016 12:03,C122135,Female,67,Clothing,1,300.08,225.06,Credit Card,West,California,Istinye Park
I969252,11/5/2016 12:03,C978936,Female,46,Clothing,3,900.24,675.18,Debit Card,West,California,Kanyon
I178668,11/5/2016 12:03,C646646,Male,67,Clothing,3,900.24,675.18,Credit Card,West,California,Mall of Istanbul
I244081,11/5/2016 12:03,C137716,Male,61,Cosmetics,2,81.32,56.924,Debit Card,West,California,Metropol AVM
I308400,11/5/2016 12:04,C323957,Male,65,Shoes,1,600.17,450.1275,Cash,West,Washington,Kanyon
I315578,11/5/2016 12:04,C297824,Male,54,Clothing,5,1500.4,1425.38,Debit Card,West,Washington,Metropol AVM
I164088,11/5/2016 12:04,C776056,Female,38,Clothing,5,1500.4,1425.38,Cash,West,Washington,Istinye Park
I825160,11/5/2016 12:04,C270317,Male,21,Technology,5,5250,4725,Cash,South,Alabama,Istinye Park
I110723,11/5/2016 12:04,C200009,Female,30,Clothing,1,300.08,225.06,Credit Card,West,California,Mall of Istanbul
I604312,11/5/2016 12:05,C314170,Female,36,Toys,1,35.84,25.088,Cash,West,California,Mall of Istanbul
I180616,11/5/2016 12:05,C238887,Male,22,Clothing,2,600.16,450.12,Credit Card,West,California,Metropol AVM
I125917,11/5/2016 12:05,C203632,Female,55,Souvenir,3,35.19,24.633,Debit Card,Central,Illinois,Metrocity
I284634,11/5/2016 12:05,C317957,Male,38,Books,4,60.6,45.45,Cash,East,New York,Zorlu Center
I182363,11/5/2016 12:06,C312543,Male,66,Cosmetics,1,40.66,28.462,Credit Card,West,California,Kanyon
I231794,11/5/2016 12:06,C290875,Female,26,Toys,1,35.84,25.088,Cash,West,Washington,Viaport Outlet
I140048,11/5/2016 12:06,C315822,Female,54,Souvenir,2,23.46,16.422,Cash,West,Oregon,Mall of Istanbul
I111475,11/5/2016 12:06,C437734,Male,64,Technology,4,4200,3780,Cash,East,Pennsylvania,Zorlu Center
I306404,11/5/2016 12:07,C182484,Female,23,Cosmetics,3,121.98,91.485,Debit Card,East,Pennsylvania,Zorlu Center
I181480,11/5/2016 12:07,C474758,Female,32,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Mall of Istanbul
I146818,11/5/2016 12:07,C258987,Male,21,Shoes,1,600.17,450.1275,Debit Card,Central,Illinois,Mall of Istanbul
I545400,11/5/2016 12:07,C283633,Female,69,Shoes,4,2400.68,2280.646,Cash,Central,Illinois,Istinye Park
I331791,11/5/2016 12:08,C301666,Female,58,Clothing,5,1500.4,1425.38,Credit Card,Central,Illinois,Metrocity
I196697,11/5/2016 12:08,C133728,Female,61,Cosmetics,3,121.98,91.485,Credit Card,Central,Illinois,Istinye Park
I603606,11/5/2016 12:08,C268186,Male,68,Food & Beverage,5,26.15,19.6125,Cash,East,New York,Mall of Istanbul
I929714,11/5/2016 12:08,C330369,Male,65,Clothing,1,300.08,225.06,Credit Card,East,Delaware,Kanyon
I576721,11/5/2016 12:08,C306076,Female,44,Clothing,5,1500.4,1425.38,Debit Card,East,Delaware,Mall of Istanbul
I272582,11/5/2016 12:09,C318548,Male,25,Souvenir,4,46.92,35.19,Credit Card,East,New York,Viaport Outlet
I180320,11/5/2016 12:09,C178524,Female,22,Cosmetics,5,203.3,162.64,Credit Card,East,New York,Viaport Outlet
I734495,11/5/2016 12:09,C152192,Female,51,Cosmetics,1,40.66,28.462,Credit Card,South,North Carolina,Metropol AVM
I188484,11/5/2016 12:09,C210884,Female,62,Cosmetics,2,81.32,56.924,Credit Card,South,North Carolina,Zorlu Center
I112101,11/5/2016 12:10,C168906,Male,27,Toys,2,71.68,50.176,Credit Card,South,North Carolina,Zorlu Center
I274472,11/5/2016 12:10,C373863,Female,46,Clothing,2,600.16,450.12,Credit Card,West,California,Metrocity
I854095,11/5/2016 12:10,C166531,Female,21,Shoes,3,1800.51,1620.459,Cash,South,Tennessee,Zorlu Center
I331692,11/5/2016 12:10,C109672,Male,54,Cosmetics,4,162.64,130.112,Debit Card,South,Tennessee,Metrocity
I930001,11/5/2016 12:11,C297865,Female,57,Shoes,5,3000.85,2700.765,Cash,South,Tennessee,Kanyon
I317864,11/5/2016 12:11,C150272,Female,67,Food & Beverage,4,20.92,15.69,Debit Card,Central,Illinois,Istinye Park
I204956,11/5/2016 12:11,C336095,Female,57,Books,4,60.6,45.45,Debit Card,Central,Illinois,Kanyon
I247324,11/5/2016 12:11,C264917,Male,53,Clothing,1,300.08,225.06,Credit Card,East,New York,Viaport Outlet
I272190,11/5/2016 12:11,C165436,Female,39,Technology,5,5250,4725,Cash,East,New York,Metrocity
I273169,11/5/2016 12:12,C109700,Female,22,Clothing,2,600.16,450.12,Cash,East,New York,Metrocity
I982936,11/5/2016 12:12,C238200,Female,42,Shoes,5,3000.85,2700.765,Cash,East,New York,Viaport Outlet
I255600,11/5/2016 12:12,C121698,Female,31,Cosmetics,2,81.32,56.924,Credit Card,East,New York,Mall of Istanbul
I336678,11/5/2016 12:12,C183199,Female,26,Food & Beverage,5,26.15,19.6125,Debit Card,South,Florida,Kanyon
I467830,11/5/2016 12:13,C804451,Female,18,Clothing,4,1200.32,1140.304,Credit Card,South,Florida,Viaport Outlet
I294151,11/5/2016 12:13,C243614,Male,67,Clothing,3,900.24,675.18,Cash,South,Tennessee,Kanyon
I333393,11/5/2016 12:13,C304189,Male,29,Clothing,2,600.16,450.12,Credit Card,South,Tennessee,Viaport Outlet
I771837,11/5/2016 12:13,C145327,Male,52,Clothing,1,300.08,225.06,Cash,South,Tennessee,Zorlu Center
I355915,11/5/2016 12:14,C128620,Female,56,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Mall of Istanbul
I303959,11/5/2016 12:14,C278344,Female,44,Cosmetics,1,40.66,28.462,Credit Card,Central,Texas,Metropol AVM
I304210,11/5/2016 12:14,C244899,Female,27,Clothing,1,300.08,225.06,Debit Card,South,Tennessee,Metropol AVM
I559862,11/5/2016 12:14,C254978,Female,21,Food & Beverage,5,26.15,19.6125,Cash,South,Tennessee,Metropol AVM
I225183,11/5/2016 12:15,C265063,Male,40,Books,3,45.45,31.815,Cash,South,Tennessee,Mall of Istanbul
I262052,11/5/2016 12:15,C530763,Female,47,Books,1,15.15,10.605,Cash,South,Tennessee,Zorlu Center
I106933,11/5/2016 12:15,C109869,Female,30,Food & Beverage,4,20.92,15.69,Debit Card,Central,Texas,Metrocity
I549968,11/5/2016 12:15,C626735,Female,42,Souvenir,3,35.19,24.633,Credit Card,Central,Texas,Istinye Park
I157701,11/5/2016 12:15,C129704,Female,32,Clothing,1,300.08,225.06,Debit Card,Central,Texas,Metrocity
I220047,11/5/2016 12:16,C128894,Female,52,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Viaport Outlet
I337879,11/5/2016 12:16,C324658,Female,53,Clothing,3,900.24,675.18,Debit Card,Central,Texas,Kanyon
I108123,11/5/2016 12:16,C218595,Female,25,Toys,5,179.2,143.36,Credit Card,Central,Texas,Istinye Park
I221129,11/5/2016 12:16,C436163,Male,57,Clothing,2,600.16,450.12,Debit Card,West,California,Kanyon
I202047,11/5/2016 12:17,C989229,Male,25,Food & Beverage,1,5.23,3.661,Debit Card,West,California,Istinye Park
I172602,11/5/2016 12:17,C253508,Female,63,Cosmetics,4,162.64,130.112,Credit Card,East,Massachusetts,Metrocity
I660381,11/5/2016 12:17,C383118,Female,43,Clothing,1,300.08,225.06,Debit Card,East,Massachusetts,Metropol AVM
I540128,11/5/2016 12:17,C711650,Male,43,Cosmetics,3,121.98,91.485,Debit Card,East,New York,Kanyon
I279473,11/5/2016 12:18,C193168,Female,37,Toys,1,35.84,25.088,Credit Card,East,New York,Metrocity
I221768,11/5/2016 12:18,C738085,Male,36,Technology,1,1050,945,Debit Card,East,New York,Mall of Istanbul
I340095,11/5/2016 12:18,C790653,Female,34,Clothing,4,1200.32,1140.304,Credit Card,South,Georgia,Mall of Istanbul
I111942,11/5/2016 12:18,C180572,Female,52,Souvenir,2,23.46,16.422,Debit Card,South,Georgia,Istinye Park
I765118,11/5/2016 12:18,C170981,Female,48,Clothing,3,900.24,675.18,Credit Card,West,California,Kanyon
I871450,11/5/2016 12:19,C878369,Male,19,Toys,3,107.52,80.64,Cash,West,California,Kanyon
I250229,11/5/2016 12:19,C298478,Male,60,Food & Beverage,1,5.23,3.661,Debit Card,South,Florida,Metropol AVM
I197634,11/5/2016 12:19,C634495,Female,32,Clothing,4,1200.32,1140.304,Cash,South,Florida,Istinye Park
I205428,11/5/2016 12:19,C697419,Male,53,Shoes,1,600.17,450.1275,Credit Card,South,Florida,Kanyon
I937077,11/5/2016 12:20,C200353,Male,19,Clothing,4,1200.32,1140.304,Cash,South,Florida,Istinye Park
I256923,11/5/2016 12:20,C102405,Female,42,Technology,3,3150,2677.5,Cash,South,Florida,Istinye Park
I322711,11/5/2016 12:20,C353070,Male,50,Souvenir,4,46.92,35.19,Cash,South,Florida,Istinye Park
I509605,11/5/2016 12:20,C962481,Female,43,Shoes,2,1200.34,1080.306,Cash,South,Florida,Viaport Outlet
I170497,11/5/2016 12:21,C291154,Male,20,Food & Beverage,3,15.69,10.983,Credit Card,East,New York,Kanyon
I158701,11/5/2016 12:21,C319224,Female,34,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Kanyon
I175548,11/5/2016 12:21,C332611,Male,31,Shoes,2,1200.34,1080.306,Cash,West,California,Mall of Istanbul
I393320,11/5/2016 12:21,C190446,Female,69,Technology,1,1050,945,Cash,West,California,Mall of Istanbul
I244249,11/5/2016 12:22,C333714,Male,45,Cosmetics,4,162.64,130.112,Credit Card,South,Georgia,Zorlu Center
I310439,11/5/2016 12:22,C272763,Male,36,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Istinye Park
I220291,11/5/2016 12:22,C143862,Female,68,Souvenir,3,35.19,24.633,Credit Card,Central,Illinois,Kanyon
I171246,11/5/2016 12:22,C303343,Female,63,Clothing,4,1200.32,1140.304,Credit Card,East,Pennsylvania,Metrocity
I146644,11/5/2016 12:22,C123877,Female,60,Clothing,4,1200.32,1140.304,Debit Card,Central,Illinois,Kanyon
I698568,11/5/2016 12:23,C136326,Male,47,Clothing,3,900.24,675.18,Credit Card,Central,Illinois,Istinye Park
I314621,11/5/2016 12:23,C120509,Female,48,Cosmetics,5,203.3,162.64,Debit Card,Central,Illinois,Kanyon
I862313,11/5/2016 12:23,C198185,Male,55,Clothing,3,900.24,675.18,Credit Card,Central,Illinois,Istinye Park
I232456,11/5/2016 12:23,C860639,Female,47,Toys,5,179.2,143.36,Credit Card,West,Washington,Metrocity
I120618,11/5/2016 12:24,C446396,Female,52,Toys,1,35.84,25.088,Cash,West,Washington,Kanyon
I237791,11/5/2016 12:24,C257626,Female,46,Clothing,2,600.16,450.12,Credit Card,West,Washington,Zorlu Center
I189513,11/5/2016 12:24,C334264,Female,51,Clothing,4,1200.32,1140.304,Debit Card,West,Washington,Istinye Park
I297737,11/5/2016 12:24,C332902,Male,50,Shoes,3,1800.51,1620.459,Debit Card,West,Washington,Kanyon
I709472,11/5/2016 12:25,C151180,Female,46,Clothing,2,600.16,450.12,Cash,West,Washington,Kanyon
I109391,11/5/2016 12:25,C241190,Female,30,Food & Beverage,2,10.46,7.322,Credit Card,Central,Michigan,Kanyon
I248461,11/5/2016 12:25,C332591,Female,59,Clothing,2,600.16,450.12,Cash,Central,Michigan,Viaport Outlet
I178157,11/5/2016 12:25,C245587,Female,41,Clothing,3,900.24,675.18,Cash,Central,Michigan,Kanyon
I245315,11/5/2016 12:25,C236843,Female,28,Cosmetics,2,81.32,56.924,Cash,South,Alabama,Metropol AVM
I125747,11/5/2016 12:26,C167477,Female,20,Clothing,3,900.24,675.18,Debit Card,South,North Carolina,Zorlu Center
I628232,11/5/2016 12:26,C287714,Female,35,Shoes,3,1800.51,1620.459,Credit Card,East,New York,Viaport Outlet
I300146,11/5/2016 12:26,C313105,Male,25,Clothing,1,300.08,225.06,Cash,East,New York,Viaport Outlet
I150124,11/5/2016 12:26,C156963,Male,26,Shoes,4,2400.68,2280.646,Cash,East,Delaware,Kanyon
I183810,11/5/2016 12:27,C281335,Female,49,Clothing,4,1200.32,1140.304,Cash,Central,Illinois,Mall of Istanbul
I149031,11/5/2016 12:27,C238817,Female,21,Food & Beverage,1,5.23,3.661,Cash,Central,Illinois,Mall of Istanbul
I453922,11/5/2016 12:27,C136399,Male,53,Toys,5,179.2,143.36,Cash,Central,Illinois,Metropol AVM
I291502,11/5/2016 12:27,C810566,Female,58,Clothing,2,600.16,450.12,Credit Card,Central,Illinois,Mall of Istanbul
I779514,11/5/2016 12:28,C265211,Male,51,Shoes,1,600.17,450.1275,Cash,East,New York,Mall of Istanbul
I207338,11/5/2016 12:28,C118039,Female,25,Toys,3,107.52,80.64,Cash,West,California,Kanyon
I164472,11/5/2016 12:28,C234587,Male,40,Souvenir,4,46.92,35.19,Cash,East,Ohio,Metrocity
I254931,11/5/2016 12:28,C468312,Male,53,Food & Beverage,5,26.15,19.6125,Cash,East,New York,Kanyon
I320921,11/5/2016 12:29,C100241,Male,28,Cosmetics,4,162.64,130.112,Cash,East,Ohio,Istinye Park
I130859,11/5/2016 12:29,C217439,Female,48,Clothing,5,1500.4,1425.38,Cash,South,Florida,Kanyon
I790856,11/5/2016 12:29,C293180,Female,21,Cosmetics,3,121.98,91.485,Debit Card,South,Florida,Mall of Istanbul
I266090,11/5/2016 12:29,C978304,Female,66,Books,1,15.15,10.605,Cash,South,Florida,Istinye Park
I462992,11/5/2016 12:29,C464052,Female,28,Clothing,2,600.16,450.12,Debit Card,South,Georgia,Istinye Park
I431344,11/5/2016 12:30,C338835,Male,46,Books,3,45.45,31.815,Debit Card,South,North Carolina,Kanyon
I250150,11/5/2016 12:30,C122683,Female,21,Cosmetics,5,203.3,162.64,Cash,South,North Carolina,Istinye Park
I158902,11/5/2016 12:30,C153936,Female,59,Food & Beverage,2,10.46,7.322,Debit Card,Central,Illinois,Metrocity
I233445,11/5/2016 12:30,C186787,Female,51,Clothing,5,1500.4,1425.38,Credit Card,Central,Illinois,Metrocity
I268012,11/5/2016 12:31,C168983,Female,23,Toys,5,179.2,143.36,Credit Card,Central,Illinois,Viaport Outlet
I893531,11/5/2016 12:31,C366836,Female,50,Clothing,5,1500.4,1425.38,Credit Card,Central,Illinois,Zorlu Center
I367965,11/5/2016 12:31,C129214,Female,59,Clothing,5,1500.4,1425.38,Cash,South,Florida,Kanyon
I107818,11/5/2016 12:31,C215448,Female,36,Shoes,2,1200.34,1080.306,Credit Card,South,Florida,Mall of Istanbul
I328970,11/5/2016 12:32,C239656,Male,68,Food & Beverage,1,5.23,3.661,Debit Card,South,Florida,Metrocity
I182746,11/5/2016 12:32,C880534,Female,46,Cosmetics,5,203.3,162.64,Credit Card,South,Florida,Kanyon
I196128,11/5/2016 12:32,C769739,Female,20,Clothing,5,1500.4,1425.38,Cash,South,Florida,Metrocity
I263202,11/5/2016 12:32,C333862,Male,43,Shoes,5,3000.85,2700.765,Credit Card,South,Florida,Mall of Istanbul
I148752,11/5/2016 12:32,C206662,Male,57,Technology,3,3150,2677.5,Cash,East,Ohio,Metrocity
I260683,11/5/2016 12:33,C105756,Female,64,Cosmetics,5,203.3,162.64,Cash,West,Washington,Mall of Istanbul
I115530,11/5/2016 12:33,C263415,Female,48,Clothing,3,900.24,675.18,Cash,East,New York,Istinye Park
I140939,11/5/2016 12:33,C104796,Male,19,Cosmetics,1,40.66,28.462,Credit Card,South,Virginia,Istinye Park
I114487,11/5/2016 12:33,C322055,Male,62,Clothing,3,900.24,675.18,Cash,South,Virginia,Viaport Outlet
I478214,11/5/2016 12:34,C112684,Male,37,Clothing,4,1200.32,1140.304,Debit Card,South,North Carolina,Istinye Park
I306065,11/5/2016 12:34,C824119,Male,66,Cosmetics,5,203.3,162.64,Cash,South,North Carolina,Metropol AVM
I304282,11/5/2016 12:34,C198612,Male,48,Technology,2,2100,1890,Credit Card,West,California,Metropol AVM
I167972,11/5/2016 12:34,C339843,Male,36,Souvenir,2,23.46,16.422,Debit Card,Central,Michigan,Istinye Park
I330557,11/5/2016 12:35,C336208,Female,46,Shoes,1,600.17,450.1275,Cash,West,California,Mall of Istanbul
I321279,11/5/2016 12:35,C206884,Male,67,Food & Beverage,1,5.23,3.661,Credit Card,West,California,Viaport Outlet
I790781,11/5/2016 12:35,C864555,Female,48,Toys,2,71.68,50.176,Credit Card,West,California,Metrocity
I119712,11/5/2016 12:35,C269937,Female,38,Clothing,5,1500.4,1425.38,Cash,West,California,Istinye Park
I182371,11/5/2016 12:36,C297757,Male,53,Cosmetics,3,121.98,91.485,Credit Card,Central,Iowa,Zorlu Center
I212413,11/5/2016 12:36,C157068,Male,60,Shoes,3,1800.51,1620.459,Credit Card,Central,Iowa,Mall of Istanbul
I316678,11/5/2016 12:36,C308692,Male,36,Clothing,1,300.08,225.06,Cash,Central,Iowa,Metrocity
I326248,11/5/2016 12:36,C220266,Female,64,Technology,5,5250,4725,Cash,West,California,Metropol AVM
I800928,11/5/2016 12:36,C220533,Female,50,Cosmetics,3,121.98,91.485,Credit Card,Central,Texas,Istinye Park
I162626,11/5/2016 12:37,C136513,Female,29,Food & Beverage,5,26.15,19.6125,Cash,Central,Texas,Metropol AVM
I174062,11/5/2016 12:37,C144590,Female,44,Souvenir,4,46.92,35.19,Credit Card,South,Georgia,Zorlu Center
I168962,11/5/2016 12:37,C185182,Female,52,Shoes,4,2400.68,2280.646,Credit Card,South,Georgia,Zorlu Center
I208860,11/5/2016 12:37,C238413,Female,69,Shoes,4,2400.68,2280.646,Cash,Central,Texas,Metrocity
I322022,11/5/2016 12:38,C141680,Male,69,Books,5,75.75,56.8125,Cash,Central,Texas,Kanyon
I266981,11/5/2016 12:38,C213520,Female,59,Technology,3,3150,2677.5,Credit Card,Central,Texas,Metrocity
I316046,11/5/2016 12:38,C200280,Female,54,Clothing,3,900.24,675.18,Credit Card,Central,Texas,Kanyon
I285120,11/5/2016 12:38,C244822,Female,51,Cosmetics,1,40.66,28.462,Debit Card,South,North Carolina,Kanyon
I511855,11/5/2016 12:39,C299199,Female,38,Cosmetics,4,162.64,130.112,Cash,South,North Carolina,Kanyon
I274366,11/5/2016 12:39,C389474,Male,62,Food & Beverage,2,10.46,7.322,Credit Card,East,New York,Metropol AVM
I765818,11/5/2016 12:39,C108320,Male,18,Shoes,4,2400.68,2280.646,Credit Card,Central,Texas,Kanyon
I423260,11/5/2016 12:39,C355856,Female,31,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Istinye Park
I117138,11/5/2016 12:39,C803799,Female,19,Clothing,2,600.16,450.12,Credit Card,East,New York,Viaport Outlet
I236494,11/5/2016 12:40,C735882,Female,23,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Metrocity
I148530,11/5/2016 12:40,C313256,Male,24,Food & Beverage,2,10.46,7.322,Debit Card,South,Florida,Zorlu Center
I485958,11/5/2016 12:40,C123812,Female,33,Food & Beverage,5,26.15,19.6125,Cash,South,Florida,Mall of Istanbul
I942078,11/5/2016 12:40,C855109,Female,48,Books,1,15.15,10.605,Debit Card,Central,Illinois,Mall of Istanbul
I235890,11/5/2016 12:41,C878325,Female,19,Clothing,5,1500.4,1425.38,Credit Card,Central,Illinois,Viaport Outlet
I720115,11/5/2016 12:41,C332983,Female,52,Food & Beverage,3,15.69,10.983,Debit Card,East,Massachusetts,Mall of Istanbul
I152633,11/5/2016 12:41,C942760,Male,55,Cosmetics,3,121.98,91.485,Cash,East,Massachusetts,Metropol AVM
I184683,11/5/2016 12:41,C240353,Male,69,Souvenir,3,35.19,24.633,Cash,East,New York,Viaport Outlet
I171406,11/5/2016 12:42,C266933,Male,35,Clothing,2,600.16,450.12,Cash,East,Massachusetts,Metropol AVM
I245119,11/5/2016 12:42,C901242,Female,68,Clothing,4,1200.32,1140.304,Cash,East,Massachusetts,Zorlu Center
I348846,11/5/2016 12:42,C176305,Female,20,Cosmetics,4,162.64,130.112,Debit Card,East,Massachusetts,Mall of Istanbul
I315249,11/5/2016 12:42,C115533,Female,61,Food & Beverage,4,20.92,15.69,Cash,East,Massachusetts,Kanyon
I500201,11/5/2016 12:43,C298142,Male,42,Books,5,75.75,56.8125,Cash,East,Delaware,Mall of Istanbul
I707375,11/5/2016 12:43,C334851,Female,25,Food & Beverage,3,15.69,10.983,Cash,South,Virginia,Mall of Istanbul
I199501,11/5/2016 12:43,C274950,Female,37,Clothing,1,300.08,225.06,Debit Card,South,Alabama,Metrocity
I192620,11/5/2016 12:43,C562299,Female,36,Technology,5,5250,4725,Cash,South,Alabama,Metrocity
I286905,11/5/2016 12:43,C386879,Male,54,Food & Beverage,1,5.23,3.661,Cash,West,California,Mall of Istanbul
I459539,11/5/2016 12:44,C857692,Female,59,Toys,2,71.68,50.176,Credit Card,South,Virginia,Viaport Outlet
I329091,11/5/2016 12:44,C328307,Male,67,Souvenir,4,46.92,35.19,Debit Card,West,California,Metrocity
I212113,11/5/2016 12:44,C267678,Female,25,Clothing,4,1200.32,1140.304,Debit Card,South,Alabama,Zorlu Center
I315642,11/5/2016 12:44,C287007,Female,67,Toys,4,143.36,114.688,Cash,South,Tennessee,Kanyon
I334339,11/5/2016 12:45,C618927,Male,65,Clothing,1,300.08,225.06,Cash,South,Tennessee,Kanyon
I138779,11/5/2016 12:45,C266936,Male,66,Books,5,75.75,56.8125,Cash,South,Tennessee,Istinye Park
I104225,11/5/2016 12:45,C676789,Female,48,Technology,5,5250,4725,Credit Card,East,Massachusetts,Zorlu Center
I186915,11/5/2016 12:45,C145654,Female,50,Cosmetics,5,203.3,162.64,Cash,East,Massachusetts,Istinye Park
I162236,11/5/2016 12:46,C297455,Female,31,Cosmetics,2,81.32,56.924,Credit Card,East,Massachusetts,Istinye Park
I557363,11/5/2016 12:46,C428126,Male,23,Clothing,4,1200.32,1140.304,Cash,East,Massachusetts,Zorlu Center
I253044,11/5/2016 12:46,C246860,Female,40,Clothing,1,300.08,225.06,Credit Card,East,Massachusetts,Mall of Istanbul
I213036,11/5/2016 12:46,C150383,Female,57,Toys,1,35.84,25.088,Credit Card,East,Pennsylvania,Viaport Outlet
I288556,11/5/2016 12:46,C315204,Male,64,Food & Beverage,1,5.23,3.661,Debit Card,East,Pennsylvania,Mall of Istanbul
I202452,11/5/2016 12:47,C108296,Female,39,Clothing,2,600.16,450.12,Cash,East,Pennsylvania,Zorlu Center
I250715,11/5/2016 12:47,C291623,Male,59,Clothing,3,900.24,675.18,Debit Card,East,Pennsylvania,Metrocity
I163956,11/5/2016 12:47,C229973,Male,52,Cosmetics,3,121.98,91.485,Credit Card,East,Pennsylvania,Istinye Park
I232305,11/5/2016 12:47,C102200,Female,67,Food & Beverage,3,15.69,10.983,Cash,South,Georgia,Metrocity
I333636,11/5/2016 12:48,C559512,Female,28,Shoes,1,600.17,450.1275,Credit Card,West,Idaho,Mall of Istanbul
I188673,11/5/2016 12:48,C879653,Female,18,Cosmetics,4,162.64,130.112,Cash,West,Idaho,Kanyon
